英文,谷歌翻译,引用数量？
otome gee sekai wa mob ni kibishii sekai desu,otome gee sekai wa mob ni kibishii sekai desu,145
oweee,哎呀,145
pirate ship,海盗船,145
princess athena,雅典娜公主,145
pringles,品客薯片,145
purple tabard,紫色战袍,145
ribbon-trimmed underwear,缎带边饰内衣,145
sankomichi,三光道,145
seinen,赛宁,145
shadaloo dolls,阴影娃娃,145
shiba nanasei,芝七星,145
shibi,石壁,145
shino (syllable),shino (音节),145
shishiou no mofumofu,shishiou no mofumofu,145
shoe flower,鞋花,145
singing! (k-on!),唱歌！ （开！）,145
sinzen,新前,145
sorano (12gou),索拉诺 (12gou),145
sugaishi,菅石,145
suisen-21,suisen-21,145
sussurro (summer flowers) (arknights),sussurro（夏花）（方舟）,145
sword art online the movie: ordinal scale,刀剑神域电影：序数比例,145
tachibana yuu,橘优,145
tachikoma,立驹,145
tenbou,天房,145
tenkawa nayuta,天川那由多,145
tenzin (arknights),丹增（方舟之夜）,145
theodore (persona),西奥多（角色）,145
tokira nozumi,时良nozumi,145
tsumitani daisuke,笠谷大辅,145
tsuyomaru,津阳丸,145
tunapon01,金枪鱼01,145
ura tomomi,浦友美,145
usamata,乌萨玛塔,145
voodoothur,巫毒,145
waku (ayamix),waku (ayamix),145
yae (ganbare goemon),八重（ganbare goemon）,145
yae sakura (flame sakitama),八重樱（火焰崎玉）,145
yamai,雅麦,145
yamakaze kai ni (kancolle),yamakaze kai ni (kancolle),145
yayoi (egoistic realism),yayoi（利己现实主义）,145
yuuki hb,优纪HB,145
zaregoto tsukai no deshi,zaregoto tsukai no deshi,145
zetton,泽顿,145
zip available,可用拉链,145
7ife,7生活,144
admiral shiro (shino),白上将（四野）,144
age switch,年龄开关,144
aiuti,奥提,144
akebi komichi,明美小道,144
akino shin,秋野心,144
akitsuki (oenothera),秋月（月见草）,144
ale (ale halexxx),麦酒 (ale halexxx),144
aloe (kenkou3733),芦荟 (kenkou3733),144
alto-00,中音-00,144
amairo islenauts,amairo islenauts,144
amatori chika,amatori chika,144
amatsukaze (kancolle) (cosplay),amatsukaze (kancolle) (cosplay),144
andou you,和你,144
animage,动画,144
aotori,青鸟,144
aratama (a-tama),aratama (a-tama),144
arima (arima bn),有马 (arima bn),144
aspara,天冬酰胺,144
ayano yuu (sonma 1426),绫野悠 (sonma 1426),144
azusa (swimsuit) (blue archive),azusa（泳装）（蓝色档案）,144
bagpipe (queen no. 1) (arknights),风笛 (queen no. 1) (arknights),144
baltimore (black ace) (azur lane),巴尔的摩（黑色王牌）（碧蓝航线）,144
bellsprout,钟芽菜,144
black fundoshi,黑色粉底,144
blood trail,血迹,144
boro,博罗,144
bottoms1237,底部1237,144
broken ground,破碎的地面,144
brown rose,棕玫瑰,144
chabo (fuketsudan),chabo (fuuketsudan),144
charging device,充电装置,144
cherrypin,樱桃针,144
china,中国,144
chiyo (ane naru mono),chiyo (ane naru mono),144
clouble,卢布,144
collared capelet,有领披肩,144
conte di cavour nuovo (kancolle),conte di cavour nuovo (kancolle),144
criminal girls,犯罪女孩,144
dabadhi,达巴迪,144
danmaku comments,弹幕评论,144
dav-19,dav-19,144
deathalice,死神,144
deerling,鹿,144
disdain,不屑,144
drang (granblue fantasy),drang（碧蓝幻想）,144
drie,干,144
elf (houtengeki),精灵 (houtengeki),144
emiya kiritsugu (assassin),卫宫切嗣（刺客）,144
ensemble girls!,合奏女孩！,144
esuyuki,结雪,144
eye symbol,眼睛符号,144
facebook,脸书,144
famas,法马斯,144
feather dress,羽毛连衣裙,144
flyer,传单,144
folinic (arknights),叶酸（方舟之夜）,144
frederic chopin,弗雷德里克·肖邦,144
fuka (hk nemo),fuka (hk nemo),144
funnyari,有趣的,144
ganbare ganbare (itou life),ganbare ganbare (伊藤生活),144
gouda nagi,豪达凪,144
grey robe,灰色长袍,144
grimgrim,严峻,144
gun case,枪盒,144
gundam wing endless waltz,高达之翼无尽华尔兹 144,144
habatakuhituji,habatakuhituji,144
hanagata,花形,144
hanazono shizuma,花园静间,144
hand to own face,手对自己的脸,144
hawe king,霍金,144
hetareeji,hetareeji,144
hexagram hair ornament,六芒星头饰,144
hinata masaki,日向正树,144
hinata mutsuki,日向睦月,144
hisakata souji,久方总司,144
hisou tensoku,久久天速,144
holding cookie,拿着饼干,144
hololive gamers,全息游戏玩家,144
hong kong (hetalia),香港（黑塔利亚）,144
hoothoot,嘘,144
horns pose,喇叭姿势,144
houden eizou,后登映藏,144
houmatu awa,呼玛图阿瓦,144
huniepop,huniepop,144
hz (murder license ),hz（谋杀执照）,144
ichigai (hayawossan),ichigai (hayawossan),144
ignatz victor,伊格纳茨维克托,144
ikezawa kazuma,池泽和马,144
insult,侮辱,144
iwamushi,岩蒸144,144
jackal boy,豺狼男孩,144
jet yowatari,喷气式飞机 yowatari,144
kamen rider wizard,假面骑士巫师 144,144
kaneshiya sitara,金石屋西塔拉,144
kanitama (putyourhead),kanitama (putyourhead),144
katami shinta,katami shinta,144
kawai rie,卡哇伊里,144
kidnapped,被绑架,144
kihaiu,基海乌,144
kimtoxic,金毒性,144
king crimson (stand),深红之王（看台）,144
kirome (kamipaper),kirome (kamipaper),144
kishido temma,岸户天满,144
kittew,小猫,144
kiznaiver,基兹纳维尔,144
kokubunji koyori,国分寺小赖,144
kuroduki (pieat),黑杜基 (pieat),144
kurukuru (sekai seifuku),kurukuru (sekai seifuku),144
kusunoki midori,楠木绿,144
kusunoki yukimura,楠木幸村,144
lace-trimmed ribbon,蕾丝边饰带,144
leather choker,皮革项链,144
licking blade,舔刀片,144
loundraw,loundraw,144
love train,爱情火车,144
luna (shadowverse),月神（影子）,144
lvlv,lvlv,144
m1918 bar,m1918 酒吧,144
mailman,邮递员,144
majokko (kancolle),majokko (kancolle),144
malenia goddess of rot,Malenia 腐烂女神,144
mallizmora,马利兹莫拉,144
man face,男人的脸,144
maruse nisanosuke,maruse nisanosuke,144
matou zouken,间头造拳,144
matsumiya kiseri,松宫kiseri,144
mazenda (3378),马曾达 (3378),144
mepikari,梅皮卡里,144
mia (fai1510),米娅 (fai1510),144
midorikawa hana,绿川花,144
mihifu,见闻,144
minagiku,南菊,144
mini-ikamusume,迷你 ikamusume,144
minimalism,极简主义,144
minimized,最小化,144
mirai denki,未来电机,144
miru (mill 36),米鲁（36 号磨机）,144
mismatched wings,不匹配的翅膀,144
mitsurugi tsurugi,御剑鹤木,144
miyashiro ryuutarou,宫城龙太郎,144
miyazen,宫前,144
mizuki sei,水木诚,144
moe2015,萌2015,144
mofu,魔府,144
monchan rev3,monchan rev3,144
montpelier (azur lane),蒙彼利埃（碧蓝航线）,144
mosta (lo1777789),莫斯塔 (lo1777789),144
mugicha (mugicha0929),mugicha (mugicha0929),144
mutsu (snail),陆奥（蜗牛）,144
neeko (league of legends),neiko（英雄联盟）,144
nenosame,尼诺沙姆,144
nephenee (fire emblem),尼菲尼（火徽）,144
nikola tesla (fate),尼古拉·特斯拉（命运）,144
nishimura kinu,西村衣奴,144
ogami ren,大神仁,144
okiru,冲,144
oku (okumen),奥（奥门）,144
oldlim,老林,144
onigunsou,饭团搜,144
osechi,濑户,144
pachinko,弹珠机,144
peace@pieces,和平@件,144
pickelhaube,皮克尔豪贝,144
pink horns,粉红色的角,144
priapus,普里阿普斯,144
pyonpyonmaru,坪坪丸,144
rabbit (wlsdnjs950),兔子 (wlsdnjs950),144
reiha (penetrate),reiha (穿透),144
riddle rosehearts,谜语玫瑰心,144
rita rossweisse (artemis),丽塔 rossweisse (阿尔忒弥斯),144
robo (chrono trigger),机器人（计时触发器）,144
ruru (gi xxy),ruru (gi xxy),144
ryou (shirotsumesou),ryou (shirotsumesou),144
sakura ayane,樱花绫音,144
sangoku infinity,三国无限,144
sasaki tatsuya,佐佐木达也,144
scott malin,斯科特·马林,144
screw in head,螺丝头,144
scyther,镰刀,144
selesia upitiria,塞莱西亚乌皮蒂里亚,144
senzzang,森赞,144
sesshouin kiara (swimsuit mooncancer) (first ascension),杀生院 kiara（泳装月亮癌症）（第一次升天）,144
shadowsinking,沉影,144
shimohira reika,下平丽香,144
shiokazunoko,盐和之子,144
shiomizu (swat),潮水（特警）,144
shiranui (nakiri ayame),不知火（nakiri ayame）,144
shoukaku kai ni (kancolle),shoukaku kai ni (kancolle),144
shouma keito,庄马敬斗,144
shuckle,脱壳,144
slacks,休闲裤,144
smelling hair,闻头发,144
snozaki,snozaki,144
solar eclipse,日食,144
sophia (granblue fantasy),索菲亚（碧蓝幻想）,144
space adventure cobra,太空冒险眼镜蛇,144
spinning top,陀螺,144
spitting blood,吐血,144
st. hilde academy of magic uniform,英石。希尔德魔法学院,144
star ocean first departure,星海初航,144
studded jacket,铆钉夹克,144
suihi,水日,144
suzuka utako,铃鹿歌子,144
suzuki nene,铃木内内,144
suzumiya akane,凉宫茜,144
suzumori 521,铃森 521,144
swirlix,漩涡,144
tabe koji,大部曲,144
takei ooki,武井大木,144
takenashi eri,武志绘里,144
tangaroa (housamo),坦加罗亚 (housamo),144
tani takeshi (character),谷武（角色）,144
taruya,樽屋,144
teekyuu,teekyuu,144
telnyashka,特尔尼亚什卡,144
tennohi,天野飞,144
teoshiguruma,teoshiguruma,144
titan (titanfall),泰坦（泰坦陨落）,144
todding,托丁,144
toe seam,脚趾缝,144
torii eriko,鸟居绘里子,144
toshizou (0714),俊三 (0714),144
toudou itsumi,豆豆五海,144
tropius,特罗皮乌斯,144
tusk (stand),象牙（支架）,144
tweezers,镊子,144
type 89 i-gou,89型i-gou,144
urameshi yusuke,浦目佑介,144
uta macross sumaho deculture,uta macross sumaho deculture,144
uwu,uwu,144
vestia zeta,vessia zeta,144
wakku kan,wakku kan,144
wanaca,瓦纳卡,144
watanabe yasuaki,渡边靖明,144
webcam,网络摄像头,144
wei xiao,魏晓,144
wendy's,温迪的,144
xiaoshou xiansheng,小手先生,144
yachi hitoka,谷地人冈,144
yami (m31),亚美 (m31),144
yanje,严杰,144
yellow feathers,黄色羽毛,144
yoo (tabi no shiori),yoo (tabi no shiori),144
yoshida nobuyoshi,吉田信义,144
youhei 64d,友黑64d,144
young zelda,年轻的塞尔达,144
yunodon (sugar maple),yunodon（糖枫）,144
ziling,紫菱,144
zun (artist),尊（艺术家）,144
2drr,2drr,143
404 logo (girls' frontline),404标志（少女前线）,143
a.hebmuller,a.hebmuller,143
after rain,雨后,143
akatoro (nightlord),akatoro（夜王）,143
amemiya taiyou,雨宫太阳,143
anna (sennen sensou aigis),安娜 (sennen sensou aigis),143
arashiki mamizu,岚麻水,143
arcade sona,街机唢呐,143
atsumi jun,渥美君,143
bengus,孟加拉,143
biohazard symbol,生物危害标志,143
bunny mask,兔子面具,143
carrot (one piece),胡萝卜（一根）,143
cecil damon,塞西尔·达蒙,143
cheshirrr,切希尔,143
ciel alencon,雪儿阿朗孔,143
constantine xi (fate),君士坦丁十一世（命运）,143
double spoiler,双扰流板,143
eclair martinozzi,泡芙马丁诺齐,143
egyptian art,埃及艺术,143
el shaddai,艾尔沙代,143
eluthel,埃卢塞尔,143
enmanuelart20,enmanuelart20,143
erechan,埃勒坎,143
felarya,费拉里亚,143
foreplay,前戏,143
fou (ssqseeker),fou (ssqseeker),143
full moon wo sagashite,满月 wo sagashite,143
futatsuki eru,二月eru,143
german army,德军,143
grimm (rwby),格林（rwby）,143
hashiko nowoto,今本哈希子,143
hatozuki tsumiki,Hatozuki tsumiki,143
hisuian typhlosion,久水伤寒,143
hiyajou maho,hiyajou maho,143
hyouta (yoneya),hyouta (yoneya),143
ico (green bullet),ico（绿色子弹）,143
inou-battle wa nichijou-kei no naka de,inou-battle wa nichijou-kei no naka de,143
irma,厄玛,143
january,143 年 1 月,143
jet engine,喷气发动机,143
jupiter symbol,木星符号,143
kamen rider kabuto,假面骑士kabuto,143
kamen rider ryuki,假面骑士ryuki,143
kamiki uutarou,神木宇太郎,143
kanda yuu,神田悠,143
kanora,卡诺拉,143
karan,卡兰,143
kawashiro nitori (cosplay),河城 nitori (cosplay),143
kesuida,可穗达,143
kishida-shiki,岸田式,143
knight (hollow knight),骑士（空心骑士）,143
kokonoka,可可诺卡,143
kotori photobomb,小鸟光弹,143
kuroya shinobu,黑屋忍,143
kurusu shou,久留寿,143
lamia loveless,拉米亚无爱,143
leopard,豹,143
ling yao,凌遥,143
lock cole,锁芯,143
lycanroc (midday),lycanroc (中午),143
lysander z,莱山德 z,143
machine-doll wa kizutsukanai,机械人偶 wa kizutsukanai,143
majestic prince,雄伟的王子,143
mikel (4hands),米克尔 (4hands),143
minami rena,南丽奈,143
mitarai shouta,御手洗昭夏,143
mitsuboshi colors,三菱颜色,143
motohara moka,元原摩卡,143
neko sensha,猫仙社,143
nut (food),坚果（食品）,143
ochikazuki ni naritai miyazen-san,ochikazuki ni naritai miyazen-san,143
oiun,欧云,143
okbnkn,好的,143
on stool,在凳子上,143
oosawara sadao,大泽原定道,143
opposing sides,对立面,143
orange (touhou),橙色（东方）,143
otosaka yuu,大坂悠,143
ouka (ra-raradan),ouka (ra-raradan),143
ouse (otussger),乌斯 (otussger),143
papa (shimeguru),爸爸（shimeguru）,143
pectoral squeeze,胸部挤压,143
pedophile,恋童癖,143
phoenix wright: ace attorney - trials and tribulations,凤凰赖特：王牌律师 - 考验与磨难,143
pilokey,飞行员,143
pinki (shounenkakuseiya),Pinki (少年阁生屋),143
poi (last origin),poi（最后来源）,143
popotan,波波坦,143
prinz eugen (cordial cornflower) (azur lane),欧根亲王（亲切的矢车菊）（碧蓝航线）,143
psd (psdgai),psd (psdgai),143
raitho,雷索,143
rasis,拉西斯,143
rasusurasu,拉苏拉苏,143
ray (yakusoku no neverland),雷（yakusoku no neverland）,143
rei (tdn ng),rei (tdn ng),143
sabujiroko,三代郎子,143
sagging testicles,睾丸下垂,143
saotome ako,早乙女赤子,143
sasaki haise,佐佐木黑丝,143
sawa (snack yoshie),泽和（小吃 yoshie）,143
shameimaru aya (cosplay),羞丸绫（角色扮演）,143
shintani tsushiya,新谷对屋,143
shirane koitsu,白根小津,143
sora no iro mizu no iro,空之色 水之色 143,143
soso (chlgksk110),搜搜 (chlgksk110),143
standing double penetration,站立双渗透,143
strider (video game),跨步者（电子游戏）,143
super saiyan 3,超级赛亚人 3,143
tokimeki memorial 4,tokimeki 纪念馆 4,143
tonchan,吨钱,143
torn vest,撕裂的背心,143
touka gettan,touka gettan,143
unimon e,统一 e,143
xelloss,xelloss,143
yachima tana,八千真奈,143
yama raja (elsword),yama raja (elsword),143
yostar,优之星,143
yu-gi-oh! the dark side of dimensions,游戏王哦！维度的黑暗面,143
yue (shemika98425261),岳 (shemika98425261),143
yuuichi (reductionblack),yuuichi (reductionblack),143
zigzagdb,zigzagdb,143
agata (agatha),阿加塔 (agatha),142
alecto 0,艾克托 0,142
anbe masahiro,安部正宏,142
animal between breasts,乳房之间的动物,142
aqua socks,水袜,142
asakura yume,朝仓梦,142
ateoyh,阿特奥伊,142
azhdaha (genshin impact),azhdaha（原神影响）,142
azomo,偶氮,142
bababababan,巴巴巴巴班,142
barasui,原水,142
bidoof,双头,142
bikini bridge,比基尼桥,142
bokoboko (pandagapanda1),bokoboko (pandagapanda1),142
borrowed hairstyle,借来的发型,142
bou,布,142
bugsy (pokemon),越野车（宠物小精灵）,142
carmilla (swimsuit rider) (fate),卡米拉（泳装骑士）（命运）,142
chaos (warhammer),混乱（战锤）,142
chutohampa,楚托汉帕,142
croupier,荷官,142
cuphead (game),茶杯头（游戏）,142
duca degli abruzzi (azur lane),duca degli abruzzi（碧蓝航线）,142
elsa granhilte,艾尔莎·格兰希尔特,142
emerald sustrai,翡翠南部,142
expectations/reality,期望/现实,142
extra digits,多余的数字,142
fire hydrant,消火栓,142
floppy disk,软盘,142
frog (chrono trigger),青蛙（计时触发器）,142
ginzake (mizuumi),银酒 (mizuumi),142
gravity daze 2,重力发呆 2,142
grenville (azur lane),格伦维尔（碧蓝航线）,142
grune,格鲁尼,142
hajimari no kiseki,hajimari no kiseki,142
hanasaki komugi,花崎小麦,142
hand over heart,交出心,142
hazekura mikitaka,hazekura mikitaka,142
high-low skirt,高低裙,142
hitomin (ksws7544),人 (ksws7544),142
homeko,家子,142
hood (warship girls r),引擎盖（军舰少女 r）,142
hoshino ouka,星野大香,142
i-26 (azur lane),i-26（碧蓝航线）,142
inre kemomimi,因雷克莫米米,142
iogi (iogi k),伊奥吉 (iogi k),142
itsuka shidou,五香士道142,142
jasdavi,贾斯达维,142
jimsdaydreams,吉姆斯白日梦,142
kaeruyama yoshitaka,薰山义孝,142
kagamine rin (roshin yuukai/hard rkmix),镜音铃 (roshin yuukai/hard rkmix),142
kamen rider hibiki,假面骑士响142,142
kamen rider vice,假面骑士副142,142
kaminari doon,雷斗,142
kanbara satomi,神原里见,142
kasa,卡萨,142
knee blush,膝盖腮红,142
knight's & magic,骑士与魔法,142
kobinbin,科宾宾,142
kobuushi,小武士,142
komasawa (fmn-ppp),驹泽 (fmn-ppp),142
kongou (kancolle) (cosplay),kongou (kancolle) (角色扮演),142
kumatora tatsumi,熊虎辰巳,142
loki (fire emblem),洛基（火徽）,142
mage (disgaea),法师 (disgaea),142
malcorond,马尔科龙,142
manatsuki manata,manatsuki manata,142
manio,马尼奥,142
masamune (ff7),政宗 (ff7),142
matsumoto noriyuki,松本纪之142,142
megami tensei,女神时势,142
meguru (cookie),meguru（饼干）,142
mg5 (girls' frontline),mg5（少女前线）,142
minami juujisei,南重生,142
minamoto no raikou (swimsuit lancer) (second ascension) (fate),Minamoto no raikou（泳装枪手）（第二次升天）（命运）,142
mochacot,摩卡,142
mochi trail,麻糬小道,142
moeanime,萌动漫,142
mokorei,mokorei,142
mori nagayoshi (fate),森长吉（命运）,142
nanashiki fuuka,七敷风香,142
nasaniliu,那三流,142
no smoking,禁止吸烟,142
nogi yasuhito,乃木康仁,142
okuragon,奥古拉贡,142
onsokumaru,悟空丸,142
oza watto,奥扎瓦托,142
painpa,疼痛,142
pink gemstone,粉红色宝石,142
polka dot necktie,圆点领带,142
poncho s,雨披 s,142
power rangers,电力别动队,142
print umbrella,印花雨伞,142
projekt red (light breeze) (arknights),projekt red（微风）（arknights）,142
quuni,曲尼,142
revolverwing,左轮手枪,142
roido (taniko-t-1218),roido (taniko-t-1218),142
run p (aveton),运行 p (aveton),142
saboten teishoku,破坏帝食,142
sakakidani,坂木谷,142
sakurai unan,樱井优南,142
samidare (hoshi),samidare (星),142
saya (twrlare),saya (twrlare),142
sebastian michaelis,塞巴斯蒂安·迈克尔斯,142
